bone_id,period_class,group_type,group_order,char_count,ambiguous_count,placeholder_count,damaged_count,characters,characters_simple,sentence_full,sentence_simple
H07784,賓一,InscriptionSentence,2,3,0,2,0,未释|未释|卜,未释|未释|卜,未释未释卜,未释未释卜
H07788,賓一,InscriptionSentence,0,12,0,0,0,乙|未|卜|殻|貞|來|乙|巳|王|入|于|商,乙|未|卜|殻|貞|來|乙|巳|王|入|于|商,乙未卜殻貞來乙巳王入于商,乙未卜殻貞來乙巳王入于商
H07788,賓一,InscriptionSentence,1,6,0,2,0,未释|七月|未释|入|于|商,未释|七月|未释|入|于|商,未释七月未释入于商,未释七月未释入于商
H07791,賓一,InscriptionSentence,0,9,0,0,0,貞|王|小|生|七|月|入|于|商,貞|王|小|生|七|月|入|于|商,貞王小生七月入于商,貞王小生七月入于商
H07792,賓一,InscriptionSentence,0,7,0,2,0,貞|王|未释|八月|入|未释|商,貞|王|未释|八月|入|未释|商,貞王未释八月入未释商,貞王未释八月入未释商
H07796,賓一,InscriptionSentence,0,11,0,3,0,未释|未释|未释|貞|來|乙|巳|王|入|于|商,未释|未释|未释|貞|來|乙|巳|王|入|于|商,未释未释未释貞來乙巳王入于商,未释未释未释貞來乙巳王入于商
H07796,賓一,InscriptionSentence,1,5,0,1,0,未释|王|入|于|商,未释|王|入|于|商,未释王入于商,未释王入于商
H07796,賓一,InscriptionSentence,2,4,0,2,0,未释|未释|于|商,未释|未释|于|商,未释未释于商,未释未释于商
H07797,賓一,InscriptionSentence,0,12,0,3,0,未释|未释|未释|殻|貞|來|乙|巳|王|入|于|商,未释|未释|未释|殻|貞|來|乙|巳|王|入|于|商,未释未释未释殻貞來乙巳王入于商,未释未释未释殻貞來乙巳王入于商
H07797,賓一,InscriptionSentence,1,8,0,2,0,未释|未释|乙|巳|王|入|于|商,未释|未释|乙|巳|王|入|于|商,未释未释乙巳王入于商,未释未释乙巳王入于商
H07800,賓一,InscriptionSentence,0,5,0,2,0,未释|勿|入|于|未释,未释|勿|入|于|未释,未释勿入于未释,未释勿入于未释
H07800,賓一,InscriptionSentence,1,3,0,1,0,未释|于|商,未释|于|商,未释于商,未释于商
H07801,賓一,InscriptionSentence,0,13,0,8,0,未释|未释|未释|未释|未释|貞|來|未释|巳|未释|入|未释|商,未释|未释|未释|未释|未释|貞|來|未释|巳|未释|入|未释|商,未释未释未释未释未释貞來未释巳未释入未释商,未释未释未释未释未释貞來未释巳未释入未释商
H07801,賓一,InscriptionSentence,1,4,0,2,0,未释|入|未释|商,未释|入|未释|商,未释入未释商,未释入未释商
H07805,賓一,InscriptionSentence,0,5,0,1,0,貞|商|其|㞢|未释,貞|商|其|㞢|未释,貞商其㞢未释,貞商其㞢未释
H07805,賓一,InscriptionSentence,1,3,0,1,0,未释|王|入,未释|王|入,未释王入,未释王入
H07805,賓一,InscriptionSentence,2,3,0,1,0,貞|王|未释,貞|王|未释,貞王未释,貞王未释
H07806,典賓,InscriptionSentence,0,7,0,2,0,貞|未释|入|于|商|㞢|未释,貞|未释|入|于|商|㞢|未释,貞未释入于商㞢未释,貞未释入于商㞢未释
H07808,典賓,InscriptionSentence,0,5,0,1,0,貞|我|入|商|未释,貞|我|入|商|未释,貞我入商未释,貞我入商未释
H07810,賓出,InscriptionSentence,0,8,0,2,0,貞|𢽝|其|未释|入|商|㞢|未释,貞|𢽝|其|未释|入|商|㞢|未释,貞𢽝其未释入商㞢未释,貞𢽝其未释入商㞢未释
H07811,賓一,InscriptionSentence,0,12,0,4,0,未释|未释|卜|爭|貞|王|于|未释|商|其|㞢|未释,未释|未释|卜|爭|貞|王|于|未释|商|其|㞢|未释,未释未释卜爭貞王于未释商其㞢未释,未释未释卜爭貞王于未释商其㞢未释
H07812,賓出,InscriptionSentence,0,6,0,2,0,貞|今|未释|王|未释|商,貞|今|未释|王|未释|商,貞今未释王未释商,貞今未释王未释商
H07812,賓出,InscriptionSentence,1,6,0,2,0,貞|王|于|未释|夕|未释,貞|王|于|未释|夕|未释,貞王于未释夕未释,貞王于未释夕未释
H07813,𠂤賓,InscriptionSentence,0,6,0,2,0,未释|戌|卜|未释|于|商,未释|戌|卜|未释|于|商,未释戌卜未释于商,未释戌卜未释于商
H07818,賓出,InscriptionSentence,0,7,0,0,0,貞|不|至|于|商|五|月,貞|不|至|于|商|五|月,貞不至于商五月,貞不至于商五月
H07821,典賓,InscriptionSentence,0,7,0,1,0,未释|翌|辛|酉|來|于|商,未释|翌|辛|酉|來|于|商,未释翌辛酉來于商,未释翌辛酉來于商
H07821,典賓,InscriptionSentence,1,5,0,2,0,未释|王|未释|未释|祭,未释|王|未释|未释|祭,未释王未释未释祭,未释王未释未释祭
H07821,典賓,InscriptionSentence,2,1,0,0,0,用,用,用,用
H07823,典賓,InscriptionSentence,0,7,0,1,0,未释|辰|卜|古|貞|商|魯,未释|辰|卜|古|貞|商|魯,未释辰卜古貞商魯,未释辰卜古貞商魯
H07824,典賓,InscriptionSentence,0,3,0,1,0,未释|商|若,未释|商|若,未释商若,未释商若
H07826,典賓,InscriptionSentence,0,5,0,1,0,貞|商|其|㞢|未释,貞|商|其|㞢|未释,貞商其㞢未释,貞商其㞢未释
H07827,典賓,InscriptionSentence,0,3,0,0,0,貞|商|未释,貞|商|未释,貞商未释,貞商未释
H07830,典賓,InscriptionSentence,0,6,0,2,0,未释|卜|古|貞|商|未释,未释|卜|古|貞|商|未释,未释卜古貞商未释,未释卜古貞商未释
H07831,典賓,InscriptionSentence,0,3,0,1,0,貞|商|未释,貞|商|未释,貞商未释,貞商未释
H07832,賓出,InscriptionSentence,0,5,0,2,0,貞|未释|大|未释|商,貞|未释|大|未释|商,貞未释大未释商,貞未释大未释商
H07833,賓出,InscriptionSentence,0,7,0,3,0,辛|亥|未释|未释|貞|未释|商,辛|亥|未释|未释|貞|未释|商,辛亥未释未释貞未释商,辛亥未释未释貞未释商
H07833,賓出,InscriptionSentence,1,3,0,2,0,未释|򩂁|未释,未释|򩂁|未释,未释򩂁未释,未释򩂁未释
H07838,𠂤賓,InscriptionSentence,0,7,0,0,0,甲|御|卜|尞|于|丘|商,甲|御|卜|尞|于|丘|商,甲御卜尞于丘商,甲御卜尞于丘商
H07839,𠂤賓,InscriptionSentence,0,10,0,4,2,未释|未释|未释|方|未释|未释|未释|人|其|商,未释|未释|未释|方|未释|未释|未释|人|其|商,未释未释未释方未释未释未释人其商,未释未释未释方未释未释未释人其商
H07839,𠂤賓,InscriptionSentence,1,2,0,0,0,未释|入,未释|入,未释入,未释入
H07841,典賓,InscriptionSentence,0,3,0,0,0,貞|于|亳,貞|于|亳,貞于亳,貞于亳
H07842,𠂤小,InscriptionSentence,0,8,0,3,0,未释|戎|弗|未释|翦|未释|在|娩,未释|戎|弗|未释|翦|未释|在|娩,未释戎弗未释翦未释在娩,未释戎弗未释翦未释在娩
H07843,賓一,InscriptionSentence,0,12,0,0,0,丁|酉|卜|殻|貞|來|乙|巳|王|入|于|娩,丁|酉|卜|殻|貞|來|乙|巳|王|入|于|娩,丁酉卜殻貞來乙巳王入于娩,丁酉卜殻貞來乙巳王入于娩
H07844,賓一,InscriptionSentence,0,11,0,0,0,丁|酉|殻|貞|來|乙|巳|王|入|于|娩,丁|酉|殻|貞|來|乙|巳|王|入|于|娩,丁酉殻貞來乙巳王入于娩,丁酉殻貞來乙巳王入于娩
H07846,賓一,InscriptionSentence,0,9,0,2,0,乙|丑|未释|殻|貞|王|入|未释|娩,乙|丑|未释|殻|貞|王|入|未释|娩,乙丑未释殻貞王入未释娩,乙丑未释殻貞王入未释娩
H07847,賓一,InscriptionSentence,0,10,0,6,0,未释|未释|卜|未释|未释|乙|未释|王|未释|娩,未释|未释|卜|未释|未释|乙|未释|王|未释|娩,未释未释卜未释未释乙未释王未释娩,未释未释卜未释未释乙未释王未释娩
H07847,賓一,InscriptionSentence,1,5,0,2,0,辛|未释|尞|未释|牛,辛|未释|尞|未释|牛,辛未释尞未释牛,辛未释尞未释牛
H07848,賓一,InscriptionSentence,0,12,0,1,0,丁|酉|卜|殻|貞|翌|庚|子|王|勿|未释|娩,丁|酉|卜|殻|貞|翌|庚|子|王|勿|未释|娩,丁酉卜殻貞翌庚子王勿未释娩,丁酉卜殻貞翌庚子王勿未释娩
H07850,賓一,InscriptionSentence,0,4,0,0,0,貞|娩|亡|祸,貞|娩|亡|祸,貞娩亡祸,貞娩亡祸
H07850,賓一,InscriptionSentence,1,3,0,0,0,不|其|伯,不|其|伯,不其伯,不其伯
H07850,賓一,InscriptionSentence,3,4,0,2,0,龍|未释|出|未释,龍|未释|出|未释,龍未释出未释,龍未释出未释
H07850,賓一,InscriptionSentence,4,3,0,2,0,未释|寇|未释,未释|寇|未释,未释寇未释,未释寇未释
H07853,典賓,InscriptionSentence,0,8,0,1,0,癸|亥|卜|爭|貞|洹|弗|未释,癸|亥|卜|爭|貞|洹|弗|未释,癸亥卜爭貞洹弗未释,癸亥卜爭貞洹弗未释
H07853,典賓,InscriptionSentence,1,11,0,2,0,未释|未释|卜|爭|貞|洹|其|乍|茲|邑|未释,未释|未释|卜|爭|貞|洹|其|乍|茲|邑|未释,未释未释卜爭貞洹其乍茲邑未释,未释未释卜爭貞洹其乍茲邑未释
H07853,典賓,InscriptionSentence,2,7,0,3,0,未释|王|占|未释|其|乍|未释,未释|王|占|未释|其|乍|未释,未释王占未释其乍未释,未释王占未释其乍未释
H07857,歷二,InscriptionSentence,0,3,0,1,1,未释|茲|邑,未释|茲|邑,未释茲邑,未释茲邑
H07865,典賓,InscriptionSentence,0,5,0,0,0,貞|㞢|于|西|邑,貞|㞢|于|西|邑,貞㞢于西邑,貞㞢于西邑
H07865,典賓,InscriptionSentence,1,4,0,0,0,㞢|于|未释|尹,㞢|于|未释|尹,㞢于未释尹,㞢于未释尹
H07865,典賓,InscriptionSentence,2,4,0,2,0,未释|不|未释|昷,未释|不|未释|昷,未释不未释昷,未释不未释昷
H07868,未分期,InscriptionSentence,0,3,0,1,1,貞|邑|未释,貞|邑|未释,貞邑未释,貞邑未释
H07869,賓出,InscriptionSentence,0,5,0,1,0,未释|歸|于|㞢|邑,未释|歸|于|㞢|邑,未释歸于㞢邑,未释歸于㞢邑
H07871,𠂤賓,InscriptionSentence,0,7,0,3,0,未释|未释|卜|王|余|未释|邑,未释|未释|卜|王|余|未释|邑,未释未释卜王余未释邑,未释未释卜王余未释邑
H07875,典賓,InscriptionSentence,0,10,0,4,0,未释|曰|未释|隹|嚮|未释|啚|隹|未释|未释,未释|曰|未释|隹|嚮|未释|啚|隹|未释|未释,未释曰未释隹嚮未释啚隹未释未释,未释曰未释隹嚮未释啚隹未释未释
H07878,賓三,InscriptionSentence,0,8,0,0,0,己|酉|卜|賓|貞|令|受|奠,己|酉|卜|賓|貞|令|受|奠,己酉卜賓貞令受奠,己酉卜賓貞令受奠
H07878,賓三,InscriptionSentence,1,4,0,2,0,貞|未释|十|未释,貞|未释|十|未释,貞未释十未释,貞未释十未释
H07881,典賓,InscriptionSentence,0,6,0,2,0,貞|未释|人|率|奠|未释,貞|未释|人|率|奠|未释,貞未释人率奠未释,貞未释人率奠未释
H07881,典賓,InscriptionSentence,1,3,0,1,0,貞|且|未释,貞|且|未释,貞且未释,貞且未释
H07882,𠂤小,InscriptionSentence,0,9,0,3,1,甲|寅|未释|奠|未释|未释|其|未释|未释,甲|寅|未释|奠|未释|未释|其|未释|未释,甲寅未释奠未释未释其未释未释,甲寅未释奠未释未释其未释未释
H07882,𠂤小,InscriptionSentence,1,12,0,5,2,未释|未释|卜|未释|未释|未释|亢|不|乍|丯|未释|未释,未释|未释|卜|未释|未释|未释|亢|不|乍|丯|未释|未释,未释未释卜未释未释未释亢不乍丯未释未释,未释未释卜未释未释未释亢不乍丯未释未释
H07884,典賓,InscriptionSentence,0,6,0,0,0,貞|勿|愆|在|南|奠,貞|勿|愆|在|南|奠,貞勿愆在南奠,貞勿愆在南奠
H07884,典賓,InscriptionSentence,1,1,0,0,0,愆,愆,愆,愆
H07885,典賓,InscriptionSentence,0,8,0,4,0,未释|未释|未释|殻|貞|我|受|未释,未释|未释|未释|殻|貞|我|受|未释,未释未释未释殻貞我受未释,未释未释未释殻貞我受未释
H07885,典賓,InscriptionSentence,1,8,0,3,0,未释|未释|未释|殻|貞|在|南|奠,未释|未释|未释|殻|貞|在|南|奠,未释未释未释殻貞在南奠,未释未释未释殻貞在南奠
H07885,典賓,InscriptionSentence,2,7,0,3,0,未释|未释|未释|貞|在|南|奠,未释|未释|未释|貞|在|南|奠,未释未释未释貞在南奠,未释未释未释貞在南奠
H07886,賓一,InscriptionSentence,0,7,0,3,0,未释|南|奠|未释|不|其|未释,未释|南|奠|未释|不|其|未释,未释南奠未释不其未释,未释南奠未释不其未释
H07887,賓出,InscriptionSentence,0,8,0,1,0,庚|寅|卜|未释|貞|于|亘|十月,庚|寅|卜|未释|貞|于|亘|十月,庚寅卜未释貞于亘十月,庚寅卜未释貞于亘十月
H07888,典賓,InscriptionSentence,0,10,1,0,0,癸|丑|卜|殻|貞|師|往|󂸦/򲦰|亡|祸,癸|丑|卜|殻|貞|師|往|󂸦|亡|祸,癸丑卜殻貞師往󂸦/򲦰亡祸,癸丑卜殻貞師往󂸦亡祸
H07893,典賓,InscriptionSentence,0,8,1,1,0,庚|申|卜|򧍪/򫝰|貞|兒|尸|未释,庚|申|卜|򧍪|貞|兒|尸|未释,庚申卜򧍪/򫝰貞兒尸未释,庚申卜򧍪貞兒尸未释
H07895,賓出,InscriptionSentence,0,8,0,2,0,貞|其|雨|未释|未释|在|峀|魯,貞|其|雨|未释|未释|在|峀|魯,貞其雨未释未释在峀魯,貞其雨未释未释在峀魯
H07896,賓出,InscriptionSentence,0,7,0,0,0,貞|今|其|雨|在|峀|魚,貞|今|其|雨|在|峀|魚,貞今其雨在峀魚,貞今其雨在峀魚
H07898,𠂤賓,InscriptionSentence,0,11,0,4,0,己|卯|卜|未释|令|未释|未释|夫|未释|于|宋,己|卯|卜|未释|令|未释|未释|夫|未释|于|宋,己卯卜未释令未释未释夫未释于宋,己卯卜未释令未释未释夫未释于宋
H07902,典賓,InscriptionSentence,0,6,0,3,0,未释|王|往|未释|遭|未释,未释|王|往|未释|遭|未释,未释王往未释遭未释,未释王往未释遭未释
H07904,賓三,InscriptionSentence,0,8,0,0,0,貞|翌|庚|子|勿|二月|在|祭,貞|翌|庚|子|勿|二月|在|祭,貞翌庚子勿二月在祭,貞翌庚子勿二月在祭
H07904,賓三,InscriptionSentence,1,2,0,1,0,未释|㝵,未释|㝵,未释㝵,未释㝵
H07910,賓出,InscriptionSentence,0,11,0,4,0,未释|未释|未释|王|翌|乙|丑|未释|一月|在|虘,未释|未释|未释|王|翌|乙|丑|未释|一月|在|虘,未释未释未释王翌乙丑未释一月在虘,未释未释未释王翌乙丑未释一月在虘
H07911,賓三,InscriptionSentence,0,4,1,2,0,未释|往|󿰟/𰕣|未释,未释|往|󿰟|未释,未释往󿰟/𰕣未释,未释往󿰟未释
H07911,賓三,InscriptionSentence,1,3,0,2,0,未释|翌|未释,未释|翌|未释,未释翌未释,未释翌未释
H07912,典賓,InscriptionSentence,0,5,1,1,0,未释|步|于|󿰟/𰕣|十一月,未释|步|于|󿰟|十一月,未释步于󿰟/𰕣十一月,未释步于󿰟十一月
H07915,賓出,InscriptionSentence,0,7,1,4,0,未释|󿰟/𰕣|未释|啟|未释|之|未释,未释|󿰟|未释|啟|未释|之|未释,未释󿰟/𰕣未释啟未释之未释,未释󿰟未释啟未释之未释
H07915,賓出,InscriptionSentence,1,3,0,2,0,未释|室|未释,未释|室|未释,未释室未释,未释室未释
H07916,賓出,InscriptionSentence,0,5,1,2,0,貞|勿|未释|󿰟/𰕣|未释,貞|勿|未释|󿰟|未释,貞勿未释󿰟/𰕣未释,貞勿未释󿰟未释
H07922,典賓,InscriptionSentence,0,6,0,2,0,未释|裘|往|裘|往|未释,未释|裘|往|裘|往|未释,未释裘往裘往未释,未释裘往裘往未释
H07923,𠂤賓,InscriptionSentence,0,4,0,2,0,未释|折|暈|未释,未释|折|暈|未释,未释折暈未释,未释折暈未释
H07924,賓出,InscriptionSentence,0,4,0,2,0,未释|在|折|未释,未释|在|折|未释,未释在折未释,未释在折未释
H07924,賓出,InscriptionSentence,1,2,0,1,0,在|未释,在|未释,在未释,在未释
H07926,賓出,InscriptionSentence,0,6,0,3,0,貞|未释|辛|未释|膏|未释,貞|未释|辛|未释|膏|未释,貞未释辛未释膏未释,貞未释辛未释膏未释
H07930,賓一,InscriptionSentence,0,11,0,0,0,乙|酉|卜|殻|貞|勿|乎|帚|先|于|龐,乙|酉|卜|殻|貞|勿|乎|帚|先|于|龐,乙酉卜殻貞勿乎帚先于龐,乙酉卜殻貞勿乎帚先于龐
H07931,𠂤賓,InscriptionSentence,0,6,0,2,0,庚|子|未释|入|曾|未释,庚|子|未释|入|曾|未释,庚子未释入曾未释,庚子未释入曾未释
H07932,賓出,InscriptionSentence,0,16,0,5,0,未释|王|往|未释|弋|弓|于|未释|喪|之|日|王|未释|弓|于|未释,未释|王|往|未释|弋|弓|于|未释|喪|之|日|王|未释|弓|于|未释,未释王往未释弋弓于未释喪之日王未释弓于未释,未释王往未释弋弓于未释喪之日王未释弓于未释
H07934,賓出,InscriptionSentence,0,5,0,3,0,未释|洹|未释|喪|未释,未释|洹|未释|喪|未释,未释洹未释喪未释,未释洹未释喪未释
H07934,賓出,InscriptionSentence,1,5,0,3,0,未释|叀|未释|往|未释,未释|叀|未释|往|未释,未释叀未释往未释,未释叀未释往未释
H07935,賓出,InscriptionSentence,0,6,0,2,0,翌|丙|未释|步|未释|򩡡,翌|丙|未释|步|未释|򩡡,翌丙未释步未释򩡡,翌丙未释步未释򩡡
H07936,未分期,InscriptionSentence,0,2,0,1,0,未释|卯,未释|卯,未释卯,未释卯
H07936,未分期,InscriptionSentence,1,5,0,2,0,貞|其|未释|榆|未释,貞|其|未释|榆|未释,貞其未释榆未释,貞其未释榆未释
H07936,未分期,InscriptionSentence,2,2,0,0,0,庚|寅,庚|寅,庚寅,庚寅
H07937,典賓,InscriptionSentence,0,7,1,3,0,未释|򲆪/򻅙/򲇱|未释|雝|未释|一|牢,未释|򲆪|未释|雝|未释|一|牢,未释򲆪/򻅙/򲇱未释雝未释一牢,未释򲆪未释雝未释一牢
H07938,𠂤賓,InscriptionSentence,0,7,0,2,0,丙|子|卜|雝|未释|𣏀|未释,丙|子|卜|雝|未释|𣏀|未释,丙子卜雝未释𣏀未释,丙子卜雝未释𣏀未释
H07938,𠂤賓,InscriptionSentence,1,5,0,3,0,未释|未释|于|萬|未释,未释|未释|于|萬|未释,未释未释于萬未释,未释未释于萬未释
H07939,𠂤賓,InscriptionSentence,0,6,0,3,0,未释|𫹉|雝|未释|易|未释,未释|𫹉|雝|未释|易|未释,未释𫹉雝未释易未释,未释𫹉雝未释易未释
H07940,典賓,InscriptionSentence,0,3,0,0,0,出|于|敦,出|于|敦,出于敦,出于敦
H07940,典賓,InscriptionSentence,1,6,0,0,0,貞|王|勿|出|于|敦,貞|王|勿|出|于|敦,貞王勿出于敦,貞王勿出于敦
H07943,典賓,InscriptionSentence,0,6,0,0,0,貞|王|往|出|于|敦,貞|王|往|出|于|敦,貞王往出于敦,貞王往出于敦
H07943,典賓,InscriptionSentence,1,7,0,0,0,貞|王|勿|往|出|于|敦,貞|王|勿|往|出|于|敦,貞王勿往出于敦,貞王勿往出于敦
H07944,典賓,InscriptionSentence,0,6,0,3,0,未释|王|未释|出|未释|敦,未释|王|未释|出|未释|敦,未释王未释出未释敦,未释王未释出未释敦
H07945,典賓,InscriptionSentence,0,11,0,0,0,丁|卯|卜|爭|貞|王|往|于|敦|不|佑,丁|卯|卜|爭|貞|王|往|于|敦|不|佑,丁卯卜爭貞王往于敦不佑,丁卯卜爭貞王往于敦不佑
H07945,典賓,InscriptionSentence,1,6,0,1,0,乙|丑|卜|韋|貞|未释,乙|丑|卜|韋|貞|未释,乙丑卜韋貞未释,乙丑卜韋貞未释
H07947,典賓,InscriptionSentence,0,6,0,3,0,未释|未释|于|敦|之|未释,未释|未释|于|敦|之|未释,未释未释于敦之未释,未释未释于敦之未释
H07947,典賓,InscriptionSentence,1,4,0,4,1,未释|未释|未释|未释,未释|未释|未释|未释,未释未释未释未释,未释未释未释未释
H07948,典賓,InscriptionSentence,0,5,0,0,0,貞|王|往|于|敦,貞|王|往|于|敦,貞王往于敦,貞王往于敦
H07949,典賓,InscriptionSentence,0,5,0,2,0,未释|王|往|未释|敦,未释|王|往|未释|敦,未释王往未释敦,未释王往未释敦
H07950,典賓,InscriptionSentence,0,10,0,3,1,未释|未释|卜|殻|未释|王|往|未释|于|敦,未释|未释|卜|殻|未释|王|往|未释|于|敦,未释未释卜殻未释王往未释于敦,未释未释卜殻未释王往未释于敦
H07950,典賓,InscriptionSentence,1,5,0,3,0,未释|勿|未释|省|未释,未释|勿|未释|省|未释,未释勿未释省未释,未释勿未释省未释
H07952,典賓,InscriptionSentence,0,7,0,1,0,貞|今|日|勿|往|未释|敦,貞|今|日|勿|往|未释|敦,貞今日勿往未释敦,貞今日勿往未释敦
H07954,典賓,InscriptionSentence,0,19,1,0,3,乙|卯|卜|亘|貞|今|日|王|未释|于|敦|夕|𫹉|子/㜽|央|㞢|未释|未释|未释,乙|卯|卜|亘|貞|今|日|王|未释|于|敦|夕|𫹉|子|央|㞢|未释|未释|未释,乙卯卜亘貞今日王未释于敦夕𫹉子/㜽央㞢未释未释未释,乙卯卜亘貞今日王未释于敦夕𫹉子央㞢未释未释未释
H07956,賓出,InscriptionSentence,0,11,0,2,0,庚|未释|貞|翌|辛|至|于|未释|禱|于|未释,庚|未释|貞|翌|辛|至|于|未释|禱|于|未释,庚未释貞翌辛至于未释禱于未释,庚未释貞翌辛至于未释禱于未释
H07957,典賓,InscriptionSentence,0,13,0,0,0,辛|酉|卜|爭|貞|今|日|王|步|于|敦|亡|害,辛|酉|卜|爭|貞|今|日|王|步|于|敦|亡|害,辛酉卜爭貞今日王步于敦亡害,辛酉卜爭貞今日王步于敦亡害
H07958,典賓,InscriptionSentence,0,7,0,3,0,未释|翌|甲|未释|步|未释|敦,未释|翌|甲|未释|步|未释|敦,未释翌甲未释步未释敦,未释翌甲未释步未释敦
H07970,典賓,InscriptionSentence,0,7,0,3,0,未释|卜|未释|貞|于|򡭰|未释,未释|卜|未释|貞|于|򡭰|未释,未释卜未释貞于򡭰未释,未释卜未释貞于򡭰未释
H07971,賓一,InscriptionSentence,0,3,0,1,0,未释|于|敦,未释|于|敦,未释于敦,未释于敦
H07972,典賓,InscriptionSentence,0,6,0,2,0,乙|酉|未释|以|州|未释,乙|酉|未释|以|州|未释,乙酉未释以州未释,乙酉未释以州未释
H07972,典賓,InscriptionSentence,1,4,0,2,0,未释|州|未释|敦,未释|州|未释|敦,未释州未释敦,未释州未释敦
H07974,典賓,InscriptionSentence,0,7,0,2,0,貞|王|未释|茲|敦|亡|未释,貞|王|未释|茲|敦|亡|未释,貞王未释茲敦亡未释,貞王未释茲敦亡未释
H07975,賓出,InscriptionSentence,0,3,0,1,0,丁|未释|敦,丁|未释|敦,丁未释敦,丁未释敦
H07979,𠂤賓,InscriptionSentence,0,5,0,2,0,未释|望|缶|牛|未释,未释|望|缶|牛|未释,未释望缶牛未释,未释望缶牛未释
H07979,𠂤賓,InscriptionSentence,1,3,0,2,0,未释|其|未释,未释|其|未释,未释其未释,未释其未释
H07981,賓出,InscriptionSentence,0,8,1,2,0,未释|酉|卜|未释|貞|子/㜽|愆|𦉶,未释|酉|卜|未释|貞|子|愆|𦉶,未释酉卜未释貞子/㜽愆𦉶,未释酉卜未释貞子愆𦉶
H07981,賓出,InscriptionSentence,1,6,0,3,0,庚|未释|貞|未释|丑|未释,庚|未释|貞|未释|丑|未释,庚未释貞未释丑未释,庚未释貞未释丑未释
H07987,典賓,InscriptionSentence,0,7,0,2,0,未释|勿|隹|王|自|臿|未释,未释|勿|隹|王|自|臿|未释,未释勿隹王自臿未释,未释勿隹王自臿未释
H07991,未分期,InscriptionSentence,0,8,0,3,0,未释|未释|卜|貞|盾|弗|受|未释,未释|未释|卜|貞|盾|弗|受|未释,未释未释卜貞盾弗受未释,未释未释卜貞盾弗受未释
H07992,𠂤賓,InscriptionSentence,0,5,0,1,0,貞|盾|弗|隹|未释,貞|盾|弗|隹|未释,貞盾弗隹未释,貞盾弗隹未释
H07994,𠂤賓,InscriptionSentence,0,5,0,3,0,未释|盾|未释|方|未释,未释|盾|未释|方|未释,未释盾未释方未释,未释盾未释方未释
H07994,𠂤賓,InscriptionSentence,1,3,0,2,0,未释|盾|未释,未释|盾|未释,未释盾未释,未释盾未释
H07995,𠂤賓,InscriptionSentence,0,7,0,4,0,未释|未释|卜|盾|未释|戎|未释,未释|未释|卜|盾|未释|戎|未释,未释未释卜盾未释戎未释,未释未释卜盾未释戎未释
H07997,𠂤小,InscriptionSentence,0,10,0,5,0,未释|卜|未释|乎|未释|兄|未释|沚|未释|㝵,未释|卜|未释|乎|未释|兄|未释|沚|未释|㝵,未释卜未释乎未释兄未释沚未释㝵,未释卜未释乎未释兄未释沚未释㝵
H07997,𠂤小,InscriptionSentence,1,7,0,3,0,未释|卜|未释|乎|未释|于|沚,未释|卜|未释|乎|未释|于|沚,未释卜未释乎未释于沚,未释卜未释乎未释于沚
H07998,𠂤小,InscriptionSentence,0,11,1,4,0,乙|酉|未释|貞|史|未释|于|沚|未释|子/㜽|未释,乙|酉|未释|貞|史|未释|于|沚|未释|子|未释,乙酉未释貞史未释于沚未释子/㜽未释,乙酉未释貞史未释于沚未释子未释
H07999,典賓,InscriptionSentence,0,3,0,1,0,未释|于|沚,未释|于|沚,未释于沚,未释于沚
H08000,𠂤小,InscriptionSentence,0,8,0,2,0,未释|酉|卜|王|未释|入|于|沚,未释|酉|卜|王|未释|入|于|沚,未释酉卜王未释入于沚,未释酉卜王未释入于沚
H08002,典賓,InscriptionSentence,0,5,0,0,0,王|往|出|于|甘,王|往|出|于|甘,王往出于甘,王往出于甘
H08004,𠂤賓,InscriptionSentence,0,4,0,1,0,未释|玉|于|甘,未释|玉|于|甘,未释玉于甘,未释玉于甘
H08006,𠂤賓,InscriptionSentence,0,8,0,0,0,戊|子|卜|令|癹|往|雀|師,戊|子|卜|令|癹|往|雀|師,戊子卜令癹往雀師,戊子卜令癹往雀師
H08006,𠂤賓,InscriptionSentence,1,2,0,1,0,戊|未释,戊|未释,戊未释,戊未释
H08007,𠂤賓,InscriptionSentence,0,12,0,4,0,癸|卯|未释|于|雀|未释|廼|令|未释|𫯦|王|未释,癸|卯|未释|于|雀|未释|廼|令|未释|𫯦|王|未释,癸卯未释于雀未释廼令未释𫯦王未释,癸卯未释于雀未释廼令未释𫯦王未释
H08007,𠂤賓,InscriptionSentence,1,8,0,3,0,未释|卜|未释|羊|豭|未释|商|御,未释|卜|未释|羊|豭|未释|商|御,未释卜未释羊豭未释商御,未释卜未释羊豭未释商御
H08008,賓一,InscriptionSentence,0,8,0,0,0,在|申|卜|殻|貞|雀|受|佑,在|申|卜|殻|貞|雀|受|佑,在申卜殻貞雀受佑,在申卜殻貞雀受佑
H08012,𠂤賓,InscriptionSentence,0,7,0,4,0,未释|戌|未释|王|未释|雀|未释,未释|戌|未释|王|未释|雀|未释,未释戌未释王未释雀未释,未释戌未释王未释雀未释
H08013,賓一,InscriptionSentence,0,5,0,2,0,未释|勿|曰|雀|未释,未释|勿|曰|雀|未释,未释勿曰雀未释,未释勿曰雀未释
H08013,賓一,InscriptionSentence,1,2,0,1,0,未释|򺵝,未释|򺵝,未释򺵝,未释򺵝
